id_mutation;date_mutation;numero_disposition;nature_mutation;valeur_fonciere;adresse_numero;adresse_suffixe;adresse_nom_voie;adresse_code_voie;code_postal;code_commune;nom_commune;code_departement;ancien_code_commune;ancien_nom_commune;id_parcelle;ancien_id_parcelle;numero_volume;lot1_numero;lot1_surface_carrez;lot2_numero;lot2_surface_carrez;lot3_numero;lot3_surface_carrez;lot4_numero;lot4_surface_carrez;lot5_numero;lot5_surface_carrez;nombre_lots;code_type_local;type_local;surface_reelle_bati;nombre_pieces_principales;code_nature_culture;nature_culture;code_nature_culture_speciale;nature_culture_speciale;surface_terrain;longitude;latitude;section_prefixe
"2019-845457";"2019-12-18";"1";"Vente";"205000.0";"32.0";"None";"RUE RATISBONNE";"7399";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0477";"None";"None";"15";"47.9";"48";"nan";"None";"nan";"None";"None";"None";"None";"2";"2";"Appartement";"47.0";"2.0";"None";"None";"None";"None";"nan";"3.053805";"50.630152";"000RV"
"2019-845457";"2019-12-18";"1";"Vente";"205000.0";"32.0";"None";"RUE RATISBONNE";"7399";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0477";"None";"None";"73";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"3.053805";"50.630152";"000RV"
"2019-845309";"2019-12-17";"1";"Vente";"860000.0";"98.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0504";"None";"None";"293";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"4";"Local industriel. commercial ou assimilé";"13.0";"0.0";"None";"None";"None";"None";"nan";"3.051428";"50.630122";"000RV"
"2019-845309";"2019-12-17";"1";"Vente";"860000.0";"98.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0504";"None";"None";"235";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"4";"Local industriel. commercial ou assimilé";"13.0";"0.0";"None";"None";"None";"None";"nan";"3.051428";"50.630122";"000RV"
"2019-845309";"2019-12-17";"1";"Vente";"860000.0";"98.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0504";"None";"None";"292";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"4";"Local industriel. commercial ou assimilé";"13.0";"0.0";"None";"None";"None";"None";"nan";"3.051428";"50.630122";"000RV"
"2019-845309";"2019-12-17";"1";"Vente";"860000.0";"98.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0504";"None";"None";"234";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"4";"Local industriel. commercial ou assimilé";"13.0";"0.0";"None";"None";"None";"None";"nan";"3.051428";"50.630122";"000RV"
"2019-845309";"2019-12-17";"1";"Vente";"860000.0";"98.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0504";"None";"None";"233";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"4";"Local industriel. commercial ou assimilé";"13.0";"0.0";"None";"None";"None";"None";"nan";"3.051428";"50.630122";"000RV"
"2019-844492";"2019-12-05";"1";"Vente";"132000.0";"7.0";"None";"RUE SAINTE BARBE";"8114";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0504";"None";"None";"121";"nan";"21";"42.0";"None";"nan";"None";"None";"None";"None";"2";"2";"Appartement";"41.0";"2.0";"None";"None";"None";"None";"nan";"3.051428";"50.630122";"000RV"
"2019-844492";"2019-12-05";"1";"Vente";"132000.0";"98.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0504";"None";"None";"204";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"3.051428";"50.630122";"000RV"
"2019-844367";"2019-11-27";"1";"Vente";"15000.0";"38.0";"None";"RUE ALPHONSE MERCIER";"0219";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0011";"None";"None";"16";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"3.052125";"50.630793";"000RV"
"2019-844007";"2019-11-18";"1";"Vente";"160000.0";"96.0";"None";"RUE MASSENA";"5981";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0101";"None";"None";"2";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"2";"Appartement";"28.0";"2.0";"None";"None";"None";"None";"nan";"3.054435";"50.630108";"000RV"
"2019-843890";"2019-11-15";"1";"Vente";"320000.0";"224.0";"None";"RUE LEON GAMBETTA";"5513";"59000";"59350";"Lille";"59";"None";"None";"59350000RV0398";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"1";"Maison";"70.0";"3.0";"S";"sols";"None";"None";"74.0";"3.052516";"50.62883";"000RV"
"2019-843890";"2019-11-15";"1";"Vente";"320000.0";"224.0";"None";"RUE LEON GAMBETTA";"5513";"59000";"59350";"Lille";"59";"None";"None";"59350000RV0398";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"4";"Local industriel. commercial ou assimilé";"50.0";"0.0";"S";"sols";"None";"None";"74.0";"3.052516";"50.62883";"000RV"
"2019-843742";"2019-11-08";"1";"Vente";"300000.0";"9.0";"None";"RUE DE L AMIDONNERIE";"0244";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0511";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"1";"Maison";"94.0";"4.0";"S";"sols";"None";"None";"94.0";"3.054229";"50.62977";"000RV"
"2019-843569";"2019-10-24";"1";"Vente";"135000.0";"41.0";"None";"RUE RATISBONNE";"7399";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0312";"None";"None";"4";"nan";"7";"nan";"None";"nan";"None";"None";"None";"None";"2";"2";"Appartement";"34.0";"1.0";"None";"None";"None";"None";"nan";"3.053699";"50.629687";"000RV"
"2019-843371";"2019-10-11";"1";"Vente";"96000.0";"150.0";"None";"RUE DE SOLFERINO";"8364";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0471";"None";"None";"9";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"2";"Appartement";"13.0";"1.0";"None";"None";"None";"None";"nan";"3.053905";"50.631316";"000RV"
"2019-842844";"2019-10-04";"1";"Vente";"155000.0";"96.0";"None";"RUE MASSENA";"5981";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0101";"None";"None";"4";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"2";"Appartement";"28.0";"2.0";"None";"None";"None";"None";"nan";"3.054435";"50.630108";"000RV"
"2019-842649";"2019-09-27";"1";"Vente";"160000.0";"6.0";"None";"IMP CONVAIN 13 RUE MEUREIN";"1863";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0407";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"1";"Maison";"117.0";"6.0";"S";"sols";"None";"None";"54.0";"3.052529";"50.629088";"000RV"
"2019-842649";"2019-09-27";"1";"Vente";"160000.0";"13.0";"None";"IMP CONVAIN 13 RUE MEUREIN";"1863";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0416";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"None";"None";"nan";"nan";"S";"sols";"None";"None";"196.0";"3.052383";"50.62915";"000RV"
"2019-842884";"2019-09-26";"1";"Vente";"133000.0";"23.0";"B";"RUE DES STATIONS";"8449";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0015";"None";"None";"2";"27.3";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"2";"Appartement";"16.0";"2.0";"None";"None";"None";"None";"nan";"3.052709";"50.630947";"000RV"
"2019-842567";"2019-09-23";"1";"Vente";"320000.0";"47.0";"None";"RUE RATISBONNE";"7399";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0501";"None";"None";"1";"104.04";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"1";"Maison";"104.0";"5.0";"None";"None";"None";"None";"nan";"3.053195";"50.629579";"000RV"
"2019-843243";"2019-09-23";"1";"Vente";"202000.0";"72.0";"None";"RUE RATISBONNE";"7399";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0288";"None";"None";"10";"64.38";"28";"nan";"None";"nan";"None";"None";"None";"None";"2";"2";"Appartement";"65.0";"3.0";"None";"None";"None";"None";"nan";"3.052208";"50.629557";"000RV"
"2019-842490";"2019-09-17";"1";"Vente";"144500.0";"61.0";"None";"RUE JEAN SANS PEUR";"4954";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0065";"None";"None";"4";"nan";"8";"nan";"None";"nan";"None";"None";"None";"None";"2";"2";"Appartement";"48.0";"2.0";"None";"None";"None";"None";"nan";"3.055225";"50.630279";"000RV"
"2019-842730";"2019-09-11";"1";"Vente";"130000.0";"96.0";"None";"RUE MASSENA";"5981";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0101";"None";"None";"5";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"2";"Appartement";"38.0";"2.0";"None";"None";"None";"None";"nan";"3.054435";"50.630108";"000RV"
"2019-841991";"2019-09-06";"1";"Vente";"135000.0";"150.0";"None";"RUE DE SOLFERINO";"8364";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0471";"None";"None";"13";"33.67";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"2";"Appartement";"33.0";"2.0";"None";"None";"None";"None";"nan";"3.053905";"50.631316";"000RV"
"2019-842179";"2019-09-06";"1";"Vente";"89000.0";"39.0";"None";"RUE DES STATIONS";"8449";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0460";"None";"None";"18";"23.45";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"2";"Appartement";"22.0";"1.0";"None";"None";"None";"None";"nan";"3.051861";"50.630456";"000RV"
"2019-842042";"2019-09-04";"1";"Vente";"203000.0";"7.0";"None";"RUE SAINTE BARBE";"8114";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0504";"None";"None";"109";"nan";"9";"54.79";"None";"nan";"None";"None";"None";"None";"2";"2";"Appartement";"51.0";"2.0";"None";"None";"None";"None";"nan";"3.051428";"50.630122";"000RV"
"2019-842042";"2019-09-04";"1";"Vente";"203000.0";"98.0";"None";"RUE FRANKLIN";"3587";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0504";"None";"None";"217";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"3.051428";"50.630122";"000RV"
"2019-841923";"2019-08-22";"1";"Vente";"180000.0";"2.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0472";"None";"None";"86";"40.7";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"2";"Appartement";"40.0";"2.0";"None";"None";"None";"None";"nan";"3.05426";"50.630913";"000RV"
"2019-841923";"2019-08-22";"1";"Vente";"180000.0";"6.0";"B";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0472";"None";"None";"140";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"3.05426";"50.630913";"000RV"
"2019-841957";"2019-08-19";"1";"Vente";"250000.0";"32.0";"None";"RUE RATISBONNE";"7399";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0477";"None";"None";"8";"73.27";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"2";"Appartement";"70.0";"3.0";"None";"None";"None";"None";"nan";"3.053805";"50.630152";"000RV"
"2019-841957";"2019-08-19";"1";"Vente";"250000.0";"32.0";"None";"RUE RATISBONNE";"7399";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0477";"None";"None";"71";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"3.053805";"50.630152";"000RV"
"2019-841164";"2019-08-01";"1";"Vente";"288000.0";"36.0";"None";"RUE RATISBONNE";"7399";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0477";"None";"None";"33";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"2";"Appartement";"72.0";"3.0";"None";"None";"None";"None";"nan";"3.053805";"50.630152";"000RV"
"2019-841164";"2019-08-01";"1";"Vente";"288000.0";"36.0";"None";"RUE RATISBONNE";"7399";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0477";"None";"None";"105";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"3.053805";"50.630152";"000RV"
"2019-841077";"2019-07-31";"1";"Vente";"308800.0";"72.0";"None";"RUE RATISBONNE";"7399";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0288";"None";"None";"1";"nan";"20";"nan";"None";"nan";"None";"None";"None";"None";"2";"2";"Appartement";"137.0";"5.0";"None";"None";"None";"None";"nan";"3.052208";"50.629557";"000RV"
"2019-841542";"2019-07-29";"1";"Vente";"224000.0";"7.0";"None";"RUE SAINTE BARBE";"8114";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0504";"None";"None";"106";"nan";"8";"nan";"None";"nan";"None";"None";"None";"None";"2";"2";"Appartement";"74.0";"3.0";"None";"None";"None";"None";"nan";"3.051428";"50.630122";"000RV"
"2019-841480";"2019-07-24";"1";"Vente";"140000.0";"41.0";"None";"RUE RATISBONNE";"7399";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0312";"None";"None";"1";"55.25";"6";"nan";"None";"nan";"None";"None";"None";"None";"2";"2";"Appartement";"57.0";"2.0";"None";"None";"None";"None";"nan";"3.053699";"50.629687";"000RV"
"2019-841191";"2019-07-18";"1";"Vente";"120000.0";"53.0";"None";"RUE ALPHONSE MERCIER";"0219";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0477";"None";"None";"139";"34.5";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"2";"Appartement";"34.0";"2.0";"None";"None";"None";"None";"nan";"3.053805";"50.630152";"000RV"
"2019-841191";"2019-07-18";"1";"Vente";"120000.0";"55.0";"None";"RUE ALPHONSE MERCIER";"0219";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0477";"None";"None";"185";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"3.053805";"50.630152";"000RV"
"2019-840652";"2019-07-15";"1";"Vente";"295000.0";"86.0";"None";"RUE ALPHONSE MERCIER";"0219";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0366";"None";"None";"10";"nan";"3";"nan";"None";"nan";"None";"None";"None";"None";"2";"2";"Appartement";"69.0";"4.0";"None";"None";"None";"None";"nan";"3.053363";"50.629467";"000RV"
"2019-840497";"2019-07-04";"1";"Vente";"176000.0";"51.0";"None";"RUE ALPHONSE MERCIER";"0219";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0446";"None";"None";"28";"nan";"6";"53.72";"None";"nan";"None";"None";"None";"None";"2";"2";"Appartement";"53.0";"2.0";"None";"None";"None";"None";"nan";"3.053116";"50.630346";"000RV"
"2019-839881";"2019-06-26";"1";"Vente";"235000.0";"224.0";"None";"RUE LEON GAMBETTA";"5513";"59000";"59350";"Lille";"59";"None";"None";"59350000RV0398";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"1";"Maison";"70.0";"3.0";"S";"sols";"None";"None";"74.0";"3.052516";"50.62883";"000RV"
"2019-839881";"2019-06-26";"1";"Vente";"235000.0";"224.0";"None";"RUE LEON GAMBETTA";"5513";"59000";"59350";"Lille";"59";"None";"None";"59350000RV0398";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"4";"Local industriel. commercial ou assimilé";"50.0";"0.0";"S";"sols";"None";"None";"74.0";"3.052516";"50.62883";"000RV"
"2019-839625";"2019-06-04";"1";"Vente";"173000.0";"2.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0472";"None";"None";"88";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"2";"Appartement";"52.0";"2.0";"None";"None";"None";"None";"nan";"3.05426";"50.630913";"000RV"
"2019-839625";"2019-06-04";"1";"Vente";"173000.0";"6.0";"B";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0472";"None";"None";"28";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"3.05426";"50.630913";"000RV"
"2019-839350";"2019-06-03";"1";"Vente";"307000.0";"53.0";"None";"RUE ALPHONSE MERCIER";"0219";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0477";"None";"None";"153";"74.01";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"2";"Appartement";"72.0";"3.0";"None";"None";"None";"None";"nan";"3.053805";"50.630152";"000RV"
"2019-839350";"2019-06-03";"1";"Vente";"307000.0";"55.0";"None";"RUE ALPHONSE MERCIER";"0219";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0477";"None";"None";"194";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"3.053805";"50.630152";"000RV"
"2019-839559";"2019-05-29";"1";"Vente";"93000.0";"38.0";"None";"RUE RATISBONNE";"7399";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0499";"None";"None";"4";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"2";"Appartement";"24.0";"1.0";"None";"None";"None";"None";"nan";"3.053664";"50.629914";"000RV"
"2019-839213";"2019-05-10";"1";"Vente";"70000.0";"38.0";"None";"RUE RATISBONNE";"7399";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0499";"None";"None";"2";"19.67";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"2";"Appartement";"21.0";"1.0";"None";"None";"None";"None";"nan";"3.053664";"50.629914";"000RV"
"2019-838730";"2019-05-06";"1";"Vente";"198000.0";"32.0";"None";"RUE RATISBONNE";"7399";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0477";"None";"None";"3";"53.75";"52";"nan";"None";"nan";"None";"None";"None";"None";"2";"2";"Appartement";"46.0";"2.0";"None";"None";"None";"None";"nan";"3.053805";"50.630152";"000RV"
"2019-838730";"2019-05-06";"1";"Vente";"198000.0";"32.0";"None";"RUE RATISBONNE";"7399";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0477";"None";"None";"77";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"3.053805";"50.630152";"000RV"
"2019-838734";"2019-04-26";"1";"Vente";"260000.0";"94.0";"None";"RUE ALPHONSE MERCIER";"0219";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0369";"None";"None";"1";"99.9";"5";"nan";"None";"nan";"None";"None";"None";"None";"2";"2";"Appartement";"99.0";"4.0";"None";"None";"None";"None";"nan";"3.053512";"50.629321";"000RV"
"2019-838349";"2019-04-05";"1";"Vente";"19500.0";"36.0";"None";"RUE RATISBONNE";"7399";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0477";"None";"None";"90";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"3.053805";"50.630152";"000RV"
"2019-838353";"2019-04-02";"1";"Vente";"291500.0";"36.0";"None";"RUE RATISBONNE";"7399";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0477";"None";"None";"34";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"2";"Appartement";"86.0";"4.0";"None";"None";"None";"None";"nan";"3.053805";"50.630152";"000RV"
"2019-838353";"2019-04-02";"1";"Vente";"291500.0";"36.0";"None";"RUE RATISBONNE";"7399";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0477";"None";"None";"91";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"3.053805";"50.630152";"000RV"
"2019-838254";"2019-03-29";"1";"Vente";"90000.0";"133.0";"None";"RUE MASSENA";"5981";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0344";"None";"None";"15";"28.0";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"2";"Appartement";"28.0";"2.0";"None";"None";"None";"None";"nan";"3.054983";"50.629913";"000RV"
"2019-838455";"2019-03-28";"1";"Vente";"109000.0";"226.0";"None";"RUE LEON GAMBETTA";"5513";"59000";"59350";"Lille";"59";"None";"None";"59350000RV0399";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"4";"Local industriel. commercial ou assimilé";"54.0";"0.0";"S";"sols";"None";"None";"36.0";"3.052501";"50.628798";"000RV"
"2019-838290";"2019-03-25";"1";"Vente";"125000.0";"37.0";"None";"RUE DES STATIONS";"8449";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0008";"None";"None";"7";"37.8";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"2";"Appartement";"45.0";"3.0";"None";"None";"None";"None";"nan";"3.051925";"50.630651";"000RV"
"2019-837771";"2019-03-22";"1";"Vente";"142500.0";"5.0";"None";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0476";"None";"None";"64";"nan";"86";"nan";"None";"nan";"None";"None";"None";"None";"2";"2";"Appartement";"54.0";"2.0";"None";"None";"None";"None";"nan";"3.053864";"50.630387";"000RV"
"2019-837771";"2019-03-22";"1";"Vente";"142500.0";"5.0";"B";"RUE DU FBG NOTRE DAME";"3309";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0476";"None";"None";"13";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"3.053864";"50.630387";"000RV"
"2019-837733";"2019-03-19";"1";"Vente";"157700.0";"216.0";"None";"RUE LEON GAMBETTA";"5513";"59000";"59350";"Lille";"59";"None";"None";"59350000RV0470";"None";"None";"10";"nan";"11";"nan";"None";"nan";"None";"None";"None";"None";"2";"2";"Appartement";"48.0";"2.0";"None";"None";"None";"None";"nan";"3.052587";"50.62897";"000RV"
"2019-837603";"2019-03-11";"1";"Vente";"207000.0";"36.0";"None";"RUE RATISBONNE";"7399";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0477";"None";"None";"21";"40.05";"64";"nan";"None";"nan";"None";"None";"None";"None";"2";"2";"Appartement";"38.0";"2.0";"None";"None";"None";"None";"nan";"3.053805";"50.630152";"000RV"
"2019-837603";"2019-03-11";"1";"Vente";"207000.0";"36.0";"None";"RUE RATISBONNE";"7399";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0477";"None";"None";"103";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"3.053805";"50.630152";"000RV"
"2019-837491";"2019-03-06";"1";"Vente";"238000.0";"72.0";"None";"RUE RATISBONNE";"7399";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0288";"None";"None";"19";"nan";"2";"nan";"None";"nan";"None";"None";"None";"None";"2";"2";"Appartement";"76.0";"3.0";"None";"None";"None";"None";"nan";"3.052208";"50.629557";"000RV"
"2019-837911";"2019-03-04";"1";"Vente";"200000.0";"5.0";"None";"RUE MEUREIN";"6090";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0478";"None";"None";"1";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"4";"Local industriel. commercial ou assimilé";"60.0";"0.0";"None";"None";"None";"None";"nan";"3.052381";"50.628908";"000RV"
"2019-837504";"2019-03-01";"1";"Vente";"650000.0";"30.0";"B";"RUE RATISBONNE";"7399";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0101";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"38.0";"2.0";"S";"sols";"None";"None";"106.0";"3.054435";"50.630108";"000RV"
"2019-837504";"2019-03-01";"1";"Vente";"650000.0";"30.0";"B";"RUE RATISBONNE";"7399";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0101";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"45.0";"2.0";"S";"sols";"None";"None";"106.0";"3.054435";"50.630108";"000RV"
"2019-837504";"2019-03-01";"1";"Vente";"650000.0";"30.0";"B";"RUE RATISBONNE";"7399";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0101";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"36.0";"2.0";"S";"sols";"None";"None";"106.0";"3.054435";"50.630108";"000RV"
"2019-837504";"2019-03-01";"1";"Vente";"650000.0";"30.0";"B";"RUE RATISBONNE";"7399";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0101";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"38.0";"2.0";"S";"sols";"None";"None";"106.0";"3.054435";"50.630108";"000RV"
"2019-837504";"2019-03-01";"1";"Vente";"650000.0";"30.0";"B";"RUE RATISBONNE";"7399";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0101";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"28.0";"2.0";"S";"sols";"None";"None";"106.0";"3.054435";"50.630108";"000RV"
"2019-837504";"2019-03-01";"1";"Vente";"650000.0";"30.0";"B";"RUE RATISBONNE";"7399";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0101";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"2";"Appartement";"28.0";"2.0";"S";"sols";"None";"None";"106.0";"3.054435";"50.630108";"000RV"
"2019-837832";"2019-03-01";"1";"Vente";"103000.0";"23.0";"B";"RUE DES STATIONS";"8449";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0015";"None";"None";"3";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"1";"2";"Appartement";"28.0";"2.0";"None";"None";"None";"None";"nan";"3.052709";"50.630947";"000RV"
"2019-837504";"2019-03-01";"1";"Vente";"650000.0";"30.0";"B";"RUE RATISBONNE";"7399";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0101";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"3";"Dépendance";"nan";"0.0";"S";"sols";"None";"None";"106.0";"3.054435";"50.630108";"000RV"
"2019-837289";"2019-02-28";"1";"Vente";"14000.0";"15.0";"None";"RUE DES STATIONS";"8449";"59800";"59350";"Lille";"59";"None";"None";"59350000RV0466";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"None";"None";"None";"0";"4";"Local industriel. commercial ou assimilé";"24.0";"0.0";"S";"sols";"None";"None";"26.0";"3.053076";"50.631224";"000RV"
